product_id,name,description,final_price,variants_final_prices,image,sameDay
PROD-0405,Modian 925 Sterling Silver Delicate Cute Blue,—,"₦31,500",,https://i.ibb.co/gZRKwv7x/0415-modian-925-sterling-silver-delicate-cute-blue-enam-webp.webp,false
PROD-0406,Modian 925 Sterling Silver Delicate Emerald Cut,—,"₦61,500",,https://i.ibb.co/Lz5BsgQ4/0416-modian-925-sterling-silver-delicate-emerald-cut-re-webp.webp,false
PROD-0407,Modian 925 Sterling Silver Delicate Mirror Hearts,—,"₦80,900",,https://i.ibb.co/G4d2w6mN/0417-modian-925-sterling-silver-delicate-mirror-hearts-webp.webp,false
PROD-0408,Modian 925 Sterling Silver Delicate Rainbow Color,—,,"Gem Color: Rhr1234 • Ring Size: 5 — ₦62,500 | Gem Color: Rhr1234 • Ring Size: 6 — ₦62,500 | Gem Color: Rhr1234 • Ring Size: 7 — ₦62,500 | Gem Color: Rhr1234 • Ring Size: 8 — ₦62,500 | Gem Color: Rhr1234 • Ring Size: 9 — ₦62,500 | Gem Color: Rhr1235 • Ring Size: 5 — ₦62,500 | Gem Color: Rhr1235 • Ring Size: 6 — ₦62,500 | Gem Color: Rhr1235 • Ring Size: 7 — ₦62,500 | Gem Color: Rhr1235 • Ring Size: 8 — ₦62,500 | Gem Color: Rhr1235 • Ring Size: 9 — ₦62,500",https://i.ibb.co/gLL9Yzh0/0418-modian-925-sterling-silver-delicate-rainbow-color-webp.webp,false
PROD-0409,Modian 925 Sterling Silver Delicate Stackable,—,,"Gem Color: Heart • Ring Size: 5 — ₦73,900 | Gem Color: Heart • Ring Size: 6 — ₦73,900 | Gem Color: Heart • Ring Size: 7 — ₦73,900 | Gem Color: Heart • Ring Size: 8 — ₦73,900 | Gem Color: Heart • Ring Size: 9 — ₦73,900 | Gem Color: Infinite • Ring Size: 5 — ₦73,900 | Gem Color: Infinite • Ring Size: 6 — ₦73,900 | Gem Color: Infinite • Ring Size: 7 — ₦73,900 | Gem Color: Infinite • Ring Size: 8 — ₦73,900 | Gem Color: Infinite • Ring Size: 9 — ₦73,900 | Gem Color: Star • Ring Size: 5 — ₦73,900 | Gem Color: Star • Ring Size: 6 — ₦73,900 | Gem Color: Star • Ring Size: 7 — ₦73,900 | Gem Color: Star • Ring Size: 8 — ₦73,900 | Gem Color: Star • Ring Size: 9 — ₦73,900",https://i.ibb.co/G3PMyT5K/0419-modian-925-sterling-silver-delicate-stackable-ring-webp.webp,false
PROD-0410,Modian 925 Sterling Silver Delicate Sweet Heart,—,"₦62,500",,https://i.ibb.co/0jVGCKxf/0420-modian-925-sterling-silver-delicate-sweet-heart-zi-webp.webp,false
PROD-0411,Modian 925 Sterling Silver Delicate Unisex,—,,"Gem Color: Rhe2036 — ₦49,900 | Gem Color: Rhe2037 — ₦48,900",https://i.ibb.co/sdNkDzqN/0421-modian-925-sterling-silver-delicate-unisex-octagon-webp.webp,false
PROD-0412,Modian 925 Sterling Silver Double Layer,—,"₦44,900",,https://i.ibb.co/7N0dMVdg/0422-modian-925-sterling-silver-double-layer-adjustable-webp.webp,false
PROD-0413,Modian 925 Sterling Silver Double Layer Flowers,—,"₦86,000",,https://i.ibb.co/p67vVhRC/0423-modian-925-sterling-silver-double-layer-flowers-he-webp.webp,false
PROD-0414,Modian 925 Sterling Silver Double Layer Link,—,"₦51,000",,https://i.ibb.co/F4Lhhdn2/0424-modian-925-sterling-silver-double-layer-link-chain-webp.webp,false
PROD-0415,Modian 925 Sterling Silver Elegant Blue Clear Cz,—,,"Gem Color: Gold Color — ₦62,900 | Gem Color: Silver Color — ₦62,900",https://i.ibb.co/4n449vK5/0425-modian-925-sterling-silver-elegant-blue-clear-cz-a-webp.webp,false
PROD-0416,Modian 925 Sterling Silver Elegant Crystal Pearl,—,"₦68,900",,https://i.ibb.co/jPgtZSLm/0426-modian-925-sterling-silver-elegant-crystal-pearl-n-webp.webp,false
PROD-0417,Modian 925 Sterling Silver Elegant Exquisite,—,"₦56,000",,https://i.ibb.co/B2zHWRYR/0427-modian-925-sterling-silver-elegant-exquisite-green-webp.webp,false
PROD-0418,Modian 925 Sterling Silver Elegant Geometric,—,"₦37,900",,https://i.ibb.co/7dZRqrfV/0428-modian-925-sterling-silver-elegant-geometric-cryst-webp.webp,false
PROD-0419,Modian 925 Sterling Silver Elegant Irregular,—,,"Gem Color: Gold Color — ₦73,900 | Gem Color: Silver Color — ₦73,900",https://i.ibb.co/LD5MwyBg/0429-modian-925-sterling-silver-elegant-irregular-pearl-webp.webp,false
PROD-0420,Modian 925 Sterling Silver Elegant Luxury,—,"₦69,900",,https://i.ibb.co/W4tB7W8m/0430-modian-925-sterling-silver-elegant-luxury-geometri-webp.webp,false
PROD-0421,Modian 925 Sterling Silver Elegant Mint Green,—,"₦73,500",,https://i.ibb.co/Q3sxLSm2/0431-modian-925-sterling-silver-elegant-mint-green-enam-webp.webp,false
PROD-0422,Modian 925 Sterling Silver Elegant Natural,—,,"Gem Color: Gold Color — ₦60,500 | Gem Color: White Color — ₦60,500",https://i.ibb.co/HfJMFwBg/0432-modian-925-sterling-silver-elegant-natural-baroque-webp.webp,false
PROD-0423,Modian 925 Sterling Silver Elegant Natural Pearl,—,"₦50,900",,https://i.ibb.co/XfqbSGVQ/0433-modian-925-sterling-silver-elegant-natural-pearl-a-webp.webp,false
PROD-0424,Modian 925 Sterling Silver Elegant Pink Crystal,—,,"Ring Size: 5 — ₦37,900 | Ring Size: 6 — ₦37,900 | Ring Size: 7 — ₦37,900 | Ring Size: 8 — ₦37,900 | Ring Size: 9 — ₦37,900",https://i.ibb.co/KpJN1JKq/0434-modian-925-sterling-silver-elegant-pink-crystal-he-webp.webp,false
PROD-0425,Modian 925 Sterling Silver Elegant Shell Pearl,—,"₦51,500",,https://i.ibb.co/N6k4VPw8/0435-modian-925-sterling-silver-elegant-shell-pearl-hoo-webp.webp,false
PROD-0426,Modian 925 Sterling Silver Elegant Simple Cute,—,,"Gem Color: Rhe1860 — ₦36,000 | Gem Color: Rhe1861 — ₦36,000",https://i.ibb.co/PzggM271/0436-modian-925-sterling-silver-elegant-simple-cute-col-webp.webp,false
PROD-0427,Modian 925 Sterling Silver Elegant Simple Mint,—,,"Gem Color: Rhb1876 17Cm — ₦119,900 | Gem Color: Rhb1876 19Cm — ₦119,900 | Gem Color: Rhb1877 17Cm — ₦129,900 | Gem Color: Rhb1877 19Cm — ₦129,900",https://i.ibb.co/My5YqDwr/0437-modian-925-sterling-silver-elegant-simple-mint-gre-webp.webp,false
PROD-0428,Modian 925 Sterling Silver Elegant Snake Fashion,—,,"Gem Color: Rhe853G — ₦51,500 | Gem Color: Rhe853S — ₦51,500",https://i.ibb.co/b0rQGJr/0438-modian-925-sterling-silver-elegant-snake-fashion-a-webp.webp,false
PROD-0429,Modian 925 Sterling Silver Elegant Y Shape,—,"₦81,500",,https://i.ibb.co/mCLPyXt8/0439-modian-925-sterling-silver-elegant-y-shape-pendant-webp.webp,false
PROD-0430,Modian 925 Sterling Silver Emerald Cut Colorful,—,,"Gem Color: Rhr1586 • Ring Size: 5 — ₦62,500 | Gem Color: Rhr1586 • Ring Size: 6 — ₦62,500 | Gem Color: Rhr1586 • Ring Size: 7 — ₦62,500 | Gem Color: Rhr1586 • Ring Size: 8 — ₦62,500 | Gem Color: Rhr1586 • Ring Size: 9 — ₦62,500 | Gem Color: Rhr1587 • Ring Size: 5 — ₦56,000 | Gem Color: Rhr1587 • Ring Size: 6 — ₦56,000 | Gem Color: Rhr1587 • Ring Size: 7 — ₦56,000 | Gem Color: Rhr1587 • Ring Size: 8 — ₦56,000 | Gem Color: Rhr1587 • Ring Size: 9 — ₦56,000",https://i.ibb.co/0pLp04x3/0440-modian-925-sterling-silver-emerald-cut-colorful-zi-webp.webp,false
PROD-0431,Modian 925 Sterling Silver Emerald Cut Rectangle,—,,"Ring Size: 5 — ₦37,900 | Ring Size: 6 — ₦37,900 | Ring Size: 7 — ₦37,900 | Ring Size: 8 — ₦37,900 | Ring Size: 9 — ₦37,900",https://i.ibb.co/B5nk0JvF/0441-modian-925-sterling-silver-emerald-cut-rectangle-c-webp.webp,false
PROD-0432,Modian 925 Sterling Silver Emerald Cut Square Cz,—,,"Ring Size: 5 — ₦37,900 | Ring Size: 6 — ₦37,900 | Ring Size: 7 — ₦37,900 | Ring Size: 8 — ₦37,900 | Ring Size: 9 — ₦37,900",https://i.ibb.co/1tYjstWR/0442-modian-925-sterling-silver-emerald-cut-square-cz-f-webp.webp,false
PROD-0433,Modian 925 Sterling Silver Enamel Blue Eyes Ring,—,,"Ring Size: 5 — ₦62,900 | Ring Size: 6 — ₦62,900 | Ring Size: 7 — ₦62,900 | Ring Size: 8 — ₦62,900 | Ring Size: 9 — ₦62,900",https://i.ibb.co/xqCMj3qN/0443-modian-925-sterling-silver-enamel-blue-eyes-ring-f-webp.webp,false
PROD-0434,Modian 925 Sterling Silver Enamel Rose Tassel,—,,"Gem Color: Gold — ₦56,900 | Gem Color: Silver — ₦56,900",https://i.ibb.co/mV7T5XrB/0444-modian-925-sterling-silver-enamel-rose-tassel-drop-webp.webp,false
PROD-0435,Modian 925 Sterling Silver Enamel Stegosaurus,—,,"Gem Color: Rhe933G — ₦37,900 | Gem Color: Rhe933S — ₦37,900",https://i.ibb.co/bwjGmNc/0445-modian-925-sterling-silver-enamel-stegosaurus-stud-webp.webp,false
PROD-0436,Modian 925 Sterling Silver Eternity Band Ring,—,,"Gem Color: Rhr1710G • Ring Size: 5 — ₦48,900 | Gem Color: Rhr1710G • Ring Size: 6 — ₦48,900 | Gem Color: Rhr1710G • Ring Size: 7 — ₦48,900 | Gem Color: Rhr1710G • Ring Size: 8 — ₦48,900 | Gem Color: Rhr1710G • Ring Size: 9 — ₦48,900 | Gem Color: Rhr1710S • Ring Size: 5 — ₦48,900 | Gem Color: Rhr1710S • Ring Size: 6 — ₦48,900 | Gem Color: Rhr1710S • Ring Size: 7 — ₦48,900 | Gem Color: Rhr1710S • Ring Size: 8 — ₦48,900 | Gem Color: Rhr1710S • Ring Size: 9 — ₦48,900",https://i.ibb.co/gbSBVfMs/0446-modian-925-sterling-silver-eternity-band-ring-clas-webp.webp,false
PROD-0437,Modian 925 Sterling Silver European Medieval,—,,"Gem Color: Rhe1819 — ₦48,900 | Gem Color: Rhe1820 — ₦48,900 | Gem Color: Rhe1821 — ₦49,900",https://i.ibb.co/wZd3LPx0/0447-modian-925-sterling-silver-european-medieval-vinta-webp.webp,false
PROD-0438,Modian 925 Sterling Silver Exquisite Blue,—,"₦48,900",,https://i.ibb.co/7drxrDbv/0448-modian-925-sterling-silver-exquisite-blue-zirconia-webp.webp,false
PROD-0439,Modian 925 Sterling Silver Exquisite Cute Red,—,"₦37,900",,https://i.ibb.co/F4NpDQK2/0449-modian-925-sterling-silver-exquisite-cute-red-enam-webp.webp,false
PROD-0440,Modian 925 Sterling Silver Exquisite Dazzling,—,"₦86,000",,https://i.ibb.co/j9tXyH54/0450-modian-925-sterling-silver-exquisite-dazzling-luck-webp.webp,false
PROD-0441,Modian 925 Sterling Silver Exquisite Elegant Long,—,,"Gem Color: Gold Color — ₦64,900 | Gem Color: Silver Color — ₦64,900",https://i.ibb.co/mV4X6FVv/0451-modian-925-sterling-silver-exquisite-elegant-long-webp.webp,false
PROD-0442,Modian 925 Sterling Silver Exquisite Elegant Oval,—,"₦70,500",,https://i.ibb.co/xpjL2rc/0452-modian-925-sterling-silver-exquisite-elegant-oval-webp.webp,false
PROD-0443,Modian 925 Sterling Silver Exquisite Eternity,—,,"Gem Color: Rhr1652 • Ring Size: 5 — ₦49,900 | Gem Color: Rhr1652 • Ring Size: 6 — ₦49,900 | Gem Color: Rhr1652 • Ring Size: 7 — ₦49,900 | Gem Color: Rhr1652 • Ring Size: 8 — ₦49,900 | Gem Color: Rhr1652 • Ring Size: 9 — ₦49,900 | Gem Color: Rhr1725 • Ring Size: 5 — ₦48,900 | Gem Color: Rhr1725 • Ring Size: 6 — ₦48,900 | Gem Color: Rhr1725 • Ring Size: 7 — ₦48,900 | Gem Color: Rhr1725 • Ring Size: 8 — ₦48,900 | Gem Color: Rhr1725 • Ring Size: 9 — ₦48,900",https://i.ibb.co/jF1hhr8/0453-modian-925-sterling-silver-exquisite-eternity-band-webp.webp,false
PROD-0444,Modian 925 Sterling Silver Exquisite Flower,—,"₦71,500",,https://i.ibb.co/Dgp4R5St/0454-modian-925-sterling-silver-exquisite-flower-sparkl-webp.webp,false
PROD-0445,Modian 925 Sterling Silver Exquisite Full Cz Bag,—,"₦84,500",,https://i.ibb.co/LdgFvLhV/0455-modian-925-sterling-silver-exquisite-full-cz-bag-p-webp.webp,false
PROD-0446,Modian 925 Sterling Silver Exquisite Geometric,—,,"Ring Size: 5 — ₦61,500 | Ring Size: 6 — ₦61,500 | Ring Size: 7 — ₦61,500 | Ring Size: 8 — ₦61,500 | Ring Size: 9 — ₦61,500",https://i.ibb.co/Fbsc4c7y/0456-modian-925-sterling-silver-exquisite-geometric-lin-webp.webp,false
PROD-0447,Modian 925 Sterling Silver Exquisite Hearts,—,,"Ring Size: 5 — ₦66,900 | Ring Size: 6 — ₦66,900 | Ring Size: 7 — ₦66,900 | Ring Size: 8 — ₦66,900 | Ring Size: 9 — ₦66,900",https://i.ibb.co/nqr3RcwN/0457-modian-925-sterling-silver-exquisite-hearts-eterni-webp.webp,false
PROD-0448,Modian 925 Sterling Silver Exquisite High-end,—,"₦69,900",,https://i.ibb.co/5t8cWsh/0458-modian-925-sterling-silver-exquisite-high-end-four-webp.webp,false
PROD-0449,Modian 925 Sterling Silver Exquisite Rectangle,—,"₦64,900",,https://i.ibb.co/4ZKF5TMn/0459-modian-925-sterling-silver-exquisite-rectangle-cle-webp.webp,false
PROD-0450,Modian 925 Sterling Silver Exquisite Retro Crown,—,"₦69,500",,https://i.ibb.co/ynyKrdn9/0460-modian-925-sterling-silver-exquisite-retro-crown-c-webp.webp,false
PROD-0451,Modian 925 Sterling Silver Exquisite Sparkle,—,"₦52,900",,https://i.ibb.co/x8L4yrZs/0461-modian-925-sterling-silver-exquisite-sparkle-moons-webp.webp,false
PROD-0452,Modian 925 Sterling Silver Exquisite Sparkling,—,,"Gem Color: Rhr1786 • Ring Size: 5 — ₦56,000 | Gem Color: Rhr1786 • Ring Size: 6 — ₦56,000 | Gem Color: Rhr1786 • Ring Size: 7 — ₦56,000 | Gem Color: Rhr1786 • Ring Size: 8 — ₦56,000 | Gem Color: Rhr1786 • Ring Size: 9 — ₦56,000",https://i.ibb.co/k6JmVSkP/0462-modian-925-sterling-silver-exquisite-sparkling-rou-webp.webp,false
PROD-0453,Modian 925 Sterling Silver Exquisite U Shape,—,,"Gem Color: Gold Color — ₦70,900 | Gem Color: Silver Color — ₦70,900",https://i.ibb.co/PzzGtrbB/0463-modian-925-sterling-silver-exquisite-u-shape-textu-webp.webp,false
PROD-0454,Modian 925 Sterling Silver Exquisite Vintage,—,"₦36,000",,https://i.ibb.co/bjkzLdd8/0464-modian-925-sterling-silver-exquisite-vintage-textu-webp.webp,false
PROD-0455,Modian 925 Sterling Silver Exquisite Zirconia Eye,—,"₦84,900",,https://i.ibb.co/7NC7Qd09/0465-modian-925-sterling-silver-exquisite-zirconia-eye-webp.webp,false
PROD-0456,Modian 925 Sterling Silver Extend Chains,—,,"Gem Color: W302G 10 — ₦26,900 | Gem Color: W302G 5 — ₦26,900 | Gem Color: W302G 8 — ₦25,900 | Gem Color: W302R 10 — ₦26,900 | Gem Color: W302R 5 — ₦26,900 | Gem Color: W302R 8 — ₦25,900 | Gem Color: W302S 10 — ₦26,900 | Gem Color: W302S 5 — ₦26,900 | Gem Color: W302S 8 — ₦25,900",https://i.ibb.co/99rTkwGH/0466-modian-925-sterling-silver-extend-chains-with-lobs-webp.webp,false
PROD-0457,Modian 925 Sterling Silver Fancy Elegant,—,"₦68,900",,https://i.ibb.co/203yN1gC/0467-modian-925-sterling-silver-fancy-elegant-simulated-webp.webp,false
PROD-0458,Modian 925 Sterling Silver Fashion Black Lucky,—,,"Gem Color: Black Crystal • Ring Size: 5 — ₦37,900 | Gem Color: Black Crystal • Ring Size: 6 — ₦37,900 | Gem Color: Black Crystal • Ring Size: 7 — ₦37,900 | Gem Color: White Crystal • Ring Size: 5 — ₦37,900 | Gem Color: White Crystal • Ring Size: 6 — ₦37,900 | Gem Color: White Crystal • Ring Size: 7 — ₦37,900",https://i.ibb.co/tpkd0TBc/0468-modian-925-sterling-silver-fashion-black-lucky-cty-webp.webp,false
PROD-0459,Modian 925 Sterling Silver Fashion Charm Square,—,"₦48,900",,https://i.ibb.co/8DxWVdFL/0469-modian-925-sterling-silver-fashion-charm-square-op-webp.webp,false
PROD-0460,Modian 925 Sterling Silver Fashion Delicate,—,"₦72,900",,https://i.ibb.co/YBcxjHFm/0470-modian-925-sterling-silver-fashion-delicate-twinkl-webp.webp,false
PROD-0461,Modian 925 Sterling Silver Fashion Design,—,,"Ring Size: 5 — ₦48,900 | Ring Size: 6 — ₦48,900 | Ring Size: 7 — ₦48,900 | Ring Size: 8 — ₦48,900 | Ring Size: 9 — ₦48,900",https://i.ibb.co/yFcnxFfB/0471-modian-925-sterling-silver-fashion-design-irregula-webp.webp,false
PROD-0462,Modian 925 Sterling Silver Fashion Design X Shape,—,"₦54,900",,https://i.ibb.co/8gZMdPdH/0472-modian-925-sterling-silver-fashion-design-x-shape-webp.webp,false
PROD-0463,Modian 925 Sterling Silver Fashion Double Row,—,"₦69,900",,https://i.ibb.co/kVRWqWKP/0473-modian-925-sterling-silver-fashion-double-row-roun-webp.webp,false
PROD-0464,Modian 925 Sterling Silver Fashion Irregular,—,,"Gem Color: Rhn1924 — ₦64,500 | Gem Color: Rhn1925 — ₦64,500 | Gem Color: Rhn1926 — ₦64,500",https://i.ibb.co/PsPNQRk1/0474-modian-925-sterling-silver-fashion-irregular-metal-webp.webp,false
PROD-0465,Modian 925 Sterling Silver Fashion Link Chain Ring,—,"₦44,900",,https://i.ibb.co/H14dMXJ/0475-modian-925-sterling-silver-fashion-link-chain-ring-webp.webp,false
PROD-0466,Modian 925 Sterling Silver Fashion Mint Green,—,"₦69,900",,https://i.ibb.co/1Gx3yVjm/0476-modian-925-sterling-silver-fashion-mint-green-enam-webp.webp,false
PROD-0467,Modian 925 Sterling Silver Fashion Pink Cz Dangle,—,"₦70,900",,https://i.ibb.co/qY3GSWT8/0477-modian-925-sterling-silver-fashion-pink-cz-dangle-webp.webp,false
PROD-0468,Modian 925 Sterling Silver Fashion Romantic White,—,"₦37,900",,https://i.ibb.co/5gvXzCP6/0478-modian-925-sterling-silver-fashion-romantic-white-webp.webp,false
PROD-0469,Modian 925 Sterling Silver Fashion Tanzanite,—,,"Gem Color: Rhe2030 — ₦48,900 | Gem Color: Rhe2031 — ₦56,000",https://i.ibb.co/F4zN6twG/0479-modian-925-sterling-silver-fashion-tanzanite-color-webp.webp,false
PROD-0470,Modian 925 Sterling Silver Fine Jewelry,—,,"Ring Size: 5 — ₦48,900 | Ring Size: 6 — ₦48,900 | Ring Size: 7 — ₦48,900 | Ring Size: 8 — ₦48,900 | Ring Size: 9 — ₦48,900",https://i.ibb.co/zhytrdTQ/0480-modian-925-sterling-silver-fine-jewelry-accessorie-webp.webp,false
PROD-0471,Modian 925 Sterling Silver Fine Jewelry Colorful,—,,"Gem Color: Rhr1613 • Ring Size: Resizable — ₦51,500 | Gem Color: Rhr1614 • Ring Size: Resizable — ₦51,500",https://i.ibb.co/2YdM4QQB/0481-modian-925-sterling-silver-fine-jewelry-colorful-a-webp.webp,false
PROD-0472,Modian 925 Sterling Silver Free Size Link Chain,—,,"Gem Color: Blue • Ring Size: Resizable — ₦48,900 | Gem Color: White • Ring Size: Resizable — ₦48,900",https://i.ibb.co/LX7QNB35/0482-modian-925-sterling-silver-free-size-link-chain-ad-webp.webp,false
PROD-0473,Modian 925 Sterling Silver Fresh Octagon Paraiba,—,,"Gem Color: Rhe2034 — ₦56,000 | Gem Color: Rhe2035 — ₦78,900",https://i.ibb.co/0pnzpQX8/0483-modian-925-sterling-silver-fresh-octagon-paraiba-c-webp.webp,false
PROD-0474,Modian 925 Sterling Silver Fresh Simple Leaves,—,,"Gem Color: Rose Gold Color • Ring Size: Resizable — ₦48,900 | Gem Color: Silver Color • Ring Size: Resizable — ₦48,900",https://i.ibb.co/SDPQFVQM/0484-modian-925-sterling-silver-fresh-simple-leaves-adj-webp.webp,false
PROD-0475,Modian 925 Sterling Silver Frosted Stars Cute,—,"₦29,500",,https://i.ibb.co/Dfh0m5Q8/0485-modian-925-sterling-silver-frosted-stars-cute-stud-webp.webp,false
PROD-0476,Modian 925 Sterling Silver Geometric Clear,—,,"Gem Color: Rhr1944 • Ring Size: 5 — ₦48,900 | Gem Color: Rhr1944 • Ring Size: 6 — ₦48,900 | Gem Color: Rhr1944 • Ring Size: 7 — ₦48,900 | Gem Color: Rhr1944 • Ring Size: 8 — ₦48,900 | Gem Color: Rhr1944 • Ring Size: 9 — ₦48,900 | Gem Color: Rhr1945 • Ring Size: 5 — ₦48,900 | Gem Color: Rhr1945 • Ring Size: 6 — ₦48,900 | Gem Color: Rhr1945 • Ring Size: 7 — ₦48,900 | Gem Color: Rhr1945 • Ring Size: 8 — ₦48,900 | Gem Color: Rhr1945 • Ring Size: 9 — ₦48,900",https://i.ibb.co/Kzqg2t0G/0486-modian-925-sterling-silver-geometric-clear-zirconi-webp.webp,false
PROD-0477,Modian 925 Sterling Silver Geometric Cubic,—,,"Gem Color: Rhn1629 — ₦51,000 | Gem Color: Rhn1630 — ₦55,000 | Gem Color: Rhn1631 — ₦55,000 | Gem Color: Rhn1632 — ₦55,000",https://i.ibb.co/7xgj1Byg/0487-modian-925-sterling-silver-geometric-cubic-zirconi-webp.webp,false
PROD-0478,Modian 925 Sterling Silver Geometric Delicate,—,,"Gem Color: Rhr1662 • Ring Size: 5 — ₦56,000 | Gem Color: Rhr1662 • Ring Size: 6 — ₦56,000 | Gem Color: Rhr1662 • Ring Size: 7 — ₦56,000 | Gem Color: Rhr1662 • Ring Size: 8 — ₦56,000 | Gem Color: Rhr1662 • Ring Size: 9 — ₦56,000",https://i.ibb.co/XfB8WbYh/0488-modian-925-sterling-silver-geometric-delicate-leaf-webp.webp,false
PROD-0479,Modian 925 Sterling Silver Geometric Mirror,—,"₦64,900",,https://i.ibb.co/DgsBCkPt/0489-modian-925-sterling-silver-geometric-mirror-fashio-webp.webp,false
PROD-0480,Modian 925 Sterling Silver Geometric Square,—,"₦107,900",,https://i.ibb.co/F42Xq0RF/0490-modian-925-sterling-silver-geometric-square-neckla-webp.webp,false
PROD-0481,Modian 925 Sterling Silver Geometric Stick,—,,"Gem Color: Rose Gold Color — ₦65,900 | Gem Color: White Color — ₦65,900",https://i.ibb.co/4wDFzG0n/0491-modian-925-sterling-silver-geometric-stick-radiant-webp.webp,false
PROD-0482,Modian 925 Sterling Silver Green Leaf Zirconia,—,,"Gem Color: Rhb1035G — ₦51,500 | Gem Color: Rhb1035S — ₦51,500",https://i.ibb.co/t1ZWsFd/0492-modian-925-sterling-silver-green-leaf-zirconia-adj-webp.webp,false
PROD-0483,Modian 925 Sterling Silver Gypsophila Rainbow,—,,"Gem Color: Gold — ₦68,500 | Gem Color: Silver — ₦68,500",https://i.ibb.co/4wwqx6PM/0493-modian-925-sterling-silver-gypsophila-rainbow-zirc-webp.webp,false
PROD-0484,Modian 925 Sterling Silver Heart Open Love Letter,—,"₦90,900",,https://i.ibb.co/XB8c8PM/0494-modian-925-sterling-silver-heart-open-love-letter-webp.webp,false
PROD-0485,Modian 925 Sterling Silver Hearts December,—,,"Gem Color: April 4 — ₦55,000 | Gem Color: August 8 — ₦55,000 | Gem Color: December 12 — ₦55,000 | Gem Color: February 2 — ₦55,000 | Gem Color: January 1 — ₦55,000 | Gem Color: July 7 — ₦55,000 | Gem Color: June 6 — ₦55,000 | Gem Color: March 3 — ₦55,000 | Gem Color: May 5 — ₦55,000 | Gem Color: November 11 — ₦55,000 | Gem Color: October 10 — ₦55,000 | Gem Color: September 9 — ₦55,000",https://i.ibb.co/ZzgpVftf/0495-modian-925-sterling-silver-hearts-december-birthst-webp.webp,false
PROD-0486,Modian 925 Sterling Silver Hearts Pink Zircon,—,"₦64,900",,https://i.ibb.co/pj9xrWHS/0496-modian-925-sterling-silver-hearts-pink-zircon-roma-webp.webp,false
PROD-0487,Modian 925 Sterling Silver High-end Irregular,—,,"Gem Color: Rhr1839 • Ring Size: 5 — ₦66,500 | Gem Color: Rhr1839 • Ring Size: 6 — ₦66,500 | Gem Color: Rhr1839 • Ring Size: 7 — ₦66,500 | Gem Color: Rhr1839 • Ring Size: 8 — ₦66,500 | Gem Color: Rhr1839 • Ring Size: 9 — ₦66,500",https://i.ibb.co/BV5z2hsC/0497-modian-925-sterling-silver-high-end-irregular-hone-webp.webp,false
PROD-0488,Modian 925 Sterling Silver Hollow Blue Zirconia,—,"₦69,900",,https://i.ibb.co/RGpHqRDM/0498-modian-925-sterling-silver-hollow-blue-zirconia-ey-webp.webp,false
PROD-0489,Modian 925 Sterling Silver Hollow Infinite Love,—,,"Gem Color: Rhr1756 • Ring Size: 5 — ₦49,900 | Gem Color: Rhr1756 • Ring Size: 6 — ₦49,900 | Gem Color: Rhr1756 • Ring Size: 7 — ₦49,900 | Gem Color: Rhr1756 • Ring Size: 8 — ₦49,900 | Gem Color: Rhr1756 • Ring Size: 9 — ₦49,900 | Gem Color: Rhr1757 • Ring Size: 5 — ₦49,900 | Gem Color: Rhr1757 • Ring Size: 6 — ₦49,900 | Gem Color: Rhr1757 • Ring Size: 7 — ₦49,900 | Gem Color: Rhr1757 • Ring Size: 8 — ₦49,900 | Gem Color: Rhr1757 • Ring Size: 9 — ₦49,900",https://i.ibb.co/vp2RqVh/0499-modian-925-sterling-silver-hollow-infinite-love-ro-webp.webp,false
PROD-0490,Modian 925 Sterling Silver Hollow Lock Clear Cz,—,,"Ring Size: 5 — ₦48,900 | Ring Size: 6 — ₦48,900 | Ring Size: 7 — ₦48,900 | Ring Size: 8 — ₦48,900 | Ring Size: 9 — ₦48,900",https://i.ibb.co/FL2Dkncm/0500-modian-925-sterling-silver-hollow-lock-clear-cz-ri-webp.webp,false
PROD-0491,Modian 925 Sterling Silver Infinite Love Necklace,—,,"Gem Color: Gold Color — ₦61,000 | Gem Color: Silver Color — ₦61,000",https://i.ibb.co/whrq2ZsH/0501-modian-925-sterling-silver-infinite-love-necklace-webp.webp,false
PROD-0492,Modian 925 Sterling Silver Irregular Baroque,—,,"Gem Color: Gold Color — ₦37,900 | Gem Color: Silver Color — ₦37,900",https://i.ibb.co/kgwjxwy0/0502-modian-925-sterling-silver-irregular-baroque-pearl-webp.webp,false
PROD-0493,Modian 925 Sterling Silver Irregular Design,—,,"Ring Size: 5 — ₦65,000 | Ring Size: 6 — ₦65,000 | Ring Size: 7 — ₦65,000 | Ring Size: 8 — ₦65,000 | Ring Size: 9 — ₦65,000",https://i.ibb.co/zVdsbFhN/0503-modian-925-sterling-silver-irregular-design-stacka-webp.webp,false
PROD-0494,Modian 925 Sterling Silver Irregular Design Water,—,,"Gem Color: Gold Color • Ring Size: Resizable — ₦63,500 | Gem Color: Silver Color • Ring Size: Resizable — ₦63,500",https://i.ibb.co/b5f8s4dC/0504-modian-925-sterling-silver-irregular-design-water-webp.webp,false
PROD-0495,Modian 925 Sterling Silver Irregular Folds Scrub,—,,"Gem Color: 18K Gold Color • Ring Size: Resizable — ₦90,900 | Gem Color: Silver Color • Ring Size: Resizable — ₦90,900",https://i.ibb.co/0pK3VW5f/0505-modian-925-sterling-silver-irregular-folds-scrub-a-webp.webp,false
